VIDEO,DESCRIPTION1,DESCRIPTION2,DESCRIPTION3
https://s3.amazonaws.com/voxsim-videos/video/lean_the_grape_against_the_book/lean_the_grape_against_the_book-2017-03-19-230241.mp4,lean the grape against the book,lean the grape on the book,turn the grape
https://s3.amazonaws.com/voxsim-videos/video/lean_the_grape_against_the_book/lean_the_grape_against_the_book-2017-03-19-230305.mp4,lean the grape on the book,move the grape,lean the grape against the book
https://s3.amazonaws.com/voxsim-videos/video/lean_the_grape_against_the_blackboard/lean_the_grape_against_the_blackboard-2017-03-19-230316.mp4,lean the grape on the blackboard,lean the grape against the blackboard,move the grape
https://s3.amazonaws.com/voxsim-videos/video/lean_the_grape_against_the_blackboard/lean_the_grape_against_the_blackboard-2017-03-19-230323.mp4,lean the grape on the blackboard,turn the grape,lean the grape against the blackboard
https://s3.amazonaws.com/voxsim-videos/video/lean_the_grape_against_the_blackboard/lean_the_grape_against_the_blackboard-2017-03-19-230330.mp4,lean the grape on the blackboard,turn the grape,lean the grape against the blackboard
https://s3.amazonaws.com/voxsim-videos/video/lean_the_grape_against_the_bottle/lean_the_grape_against_the_bottle-2017-03-19-230338.mp4,move the grape,lean the grape against the bottle,turn the grape
https://s3.amazonaws.com/voxsim-videos/video/lean_the_grape_against_the_bottle/lean_the_grape_against_the_bottle-2017-03-19-230347.mp4,move the grape,lean the grape on the bottle,lean the grape against the bottle
https://s3.amazonaws.com/voxsim-videos/video/lean_the_grape_against_the_bottle/lean_the_grape_against_the_bottle-2017-03-19-230401.mp4,lean the grape against the bottle,turn the grape,lean the grape on the bottle
https://s3.amazonaws.com/voxsim-videos/video/lean_the_grape_against_the_apple/lean_the_grape_against_the_apple-2017-03-19-230415.mp4,turn the grape,lean the grape against the apple,move the grape
https://s3.amazonaws.com/voxsim-videos/video/lean_the_grape_against_the_apple/lean_the_grape_against_the_apple-2017-03-19-230433.mp4,move the grape,lean the grape against the apple,lean the grape on the apple
https://s3.amazonaws.com/voxsim-videos/video/lean_the_grape_against_the_apple/lean_the_grape_against_the_apple-2017-03-19-230448.mp4,lean the grape against the apple,lean the grape on the apple,move the grape
https://s3.amazonaws.com/voxsim-videos/video/lean_the_grape_against_the_banana/lean_the_grape_against_the_banana-2017-03-19-230502.mp4,lean the grape on the banana,move the grape,lean the grape against the banana
https://s3.amazonaws.com/voxsim-videos/video/lean_the_grape_against_the_banana/lean_the_grape_against_the_banana-2017-03-19-230511.mp4,move the grape,lean the grape against the banana,turn the grape
https://s3.amazonaws.com/voxsim-videos/video/lean_the_grape_against_the_banana/lean_the_grape_against_the_banana-2017-03-19-230520.mp4,lean the grape against the banana,move the grape,lean the grape on the banana
https://s3.amazonaws.com/voxsim-videos/video/lean_the_grape_against_the_bowl/lean_the_grape_against_the_bowl-2017-03-19-230528.mp4,lean the grape against the bowl,move the grape,turn the grape
https://s3.amazonaws.com/voxsim-videos/video/lean_the_grape_against_the_bowl/lean_the_grape_against_the_bowl-2017-03-19-230547.mp4,move the grape,lean the grape on the bowl,lean the grape against the bowl
https://s3.amazonaws.com/voxsim-videos/video/lean_the_grape_against_the_bowl/lean_the_grape_against_the_bowl-2017-03-19-230556.mp4,lean the grape on the bowl,lean the grape against the bowl,move the grape
https://s3.amazonaws.com/voxsim-videos/video/lean_the_grape_against_the_knife/lean_the_grape_against_the_knife-2017-03-19-230605.mp4,turn the grape,lean the grape against the knife,lean the grape on the knife
https://s3.amazonaws.com/voxsim-videos/video/lean_the_grape_against_the_knife/lean_the_grape_against_the_knife-2017-03-19-230618.mp4,lean the grape against the knife,lean the grape on the knife,move the grape
https://s3.amazonaws.com/voxsim-videos/video/lean_the_grape_against_the_knife/lean_the_grape_against_the_knife-2017-03-19-230626.mp4,lean the grape on the knife,move the grape,lean the grape against the knife
https://s3.amazonaws.com/voxsim-videos/video/lean_the_grape_against_the_pencil/lean_the_grape_against_the_pencil-2017-03-19-230636.mp4,lean the grape on the pencil,move the grape,lean the grape against the pencil
https://s3.amazonaws.com/voxsim-videos/video/lean_the_grape_against_the_pencil/lean_the_grape_against_the_pencil-2017-03-19-230646.mp4,lean the grape against the pencil,turn the grape,move the grape
https://s3.amazonaws.com/voxsim-videos/video/lean_the_grape_against_the_pencil/lean_the_grape_against_the_pencil-2017-03-19-230656.mp4,lean the grape against the pencil,lean the grape on the pencil,move the grape
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_block/lean_the_apple_against_the_block-2017-03-19-230705.mp4,turn the apple,lean the apple on the block,lean the apple against the block
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_block/lean_the_apple_against_the_block-2017-03-19-230730.mp4,move the apple,lean the apple against the block,lean the apple on the block
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_block/lean_the_apple_against_the_block-2017-03-19-230755.mp4,lean the apple on the block,lean the apple against the block,turn the apple
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_plate/lean_the_apple_against_the_plate-2017-03-19-230820.mp4,lean the apple on the plate,lean the apple against the plate,turn the apple
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_plate/lean_the_apple_against_the_plate-2017-03-19-230845.mp4,lean the apple on the plate,lean the apple against the plate,move the apple
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_plate/lean_the_apple_against_the_plate-2017-03-19-230910.mp4,lean the apple against the plate,lean the apple on the plate,turn the apple
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_cup/lean_the_apple_against_the_cup-2017-03-19-230935.mp4,lean the apple on the cup,lean the apple against the cup,move the apple
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_cup/lean_the_apple_against_the_cup-2017-03-19-231245.mp4,move the apple,lean the apple on the cup,lean the apple against the cup
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_cup/lean_the_apple_against_the_cup-2017-03-19-231315.mp4,lean the apple against the cup,turn the apple,move the apple
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_disc/lean_the_apple_against_the_disc-2017-03-19-231343.mp4,turn the apple,move the apple,lean the apple against the disc
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_disc/lean_the_apple_against_the_disc-2017-03-19-231415.mp4,move the apple,lean the apple on the disc,lean the apple against the disc
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_disc/lean_the_apple_against_the_disc-2017-03-19-231445.mp4,lean the apple on the disc,lean the apple against the disc,move the apple
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_book/lean_the_apple_against_the_book-2017-03-19-231543.mp4,move the apple,lean the apple against the book,turn the apple
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_book/lean_the_apple_against_the_book-2017-03-19-231621.mp4,move the apple,lean the apple against the book,lean the apple on the book
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_book/lean_the_apple_against_the_book-2017-03-19-231647.mp4,lean the apple against the book,lean the apple on the book,move the apple
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_blackboard/lean_the_apple_against_the_blackboard-2017-03-19-231712.mp4,lean the apple against the blackboard,turn the apple,lean the apple on the blackboard
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_blackboard/lean_the_apple_against_the_blackboard-2017-03-19-231737.mp4,lean the apple on the blackboard,turn the apple,lean the apple against the blackboard
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_blackboard/lean_the_apple_against_the_blackboard-2017-03-19-231803.mp4,lean the apple against the blackboard,lean the apple on the blackboard,move the apple
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_bottle/lean_the_apple_against_the_bottle-2017-03-19-231823.mp4,turn the apple,lean the apple against the bottle,move the apple
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_bottle/lean_the_apple_against_the_bottle-2017-03-19-231848.mp4,move the apple,lean the apple against the bottle,lean the apple on the bottle
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_bottle/lean_the_apple_against_the_bottle-2017-03-19-231913.mp4,lean the apple against the bottle,move the apple,turn the apple
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_banana/lean_the_apple_against_the_banana-2017-03-19-231938.mp4,lean the apple on the banana,turn the apple,lean the apple against the banana
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_banana/lean_the_apple_against_the_banana-2017-03-19-232003.mp4,turn the apple,lean the apple against the banana,move the apple
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_banana/lean_the_apple_against_the_banana-2017-03-19-232028.mp4,turn the apple,lean the apple against the banana,move the apple
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_bowl/lean_the_apple_against_the_bowl-2017-03-19-232054.mp4,lean the apple against the bowl,turn the apple,move the apple
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_bowl/lean_the_apple_against_the_bowl-2017-03-19-232113.mp4,turn the apple,move the apple,lean the apple against the bowl
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_bowl/lean_the_apple_against_the_bowl-2017-03-19-232741.mp4,lean the apple against the bowl,move the apple,lean the apple on the bowl
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_bowl/lean_the_apple_against_the_bowl-2017-03-19-232808.mp4,lean the apple against the bowl,turn the apple,move the apple
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_bowl/lean_the_apple_against_the_bowl-2017-03-19-232833.mp4,lean the apple against the bowl,lean the apple on the bowl,turn the apple
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_knife/lean_the_apple_against_the_knife-2017-03-19-232859.mp4,lean the apple on the knife,turn the apple,lean the apple against the knife
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_knife/lean_the_apple_against_the_knife-2017-03-19-232924.mp4,lean the apple against the knife,lean the apple on the knife,turn the apple
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_knife/lean_the_apple_against_the_knife-2017-03-19-232949.mp4,turn the apple,lean the apple on the knife,lean the apple against the knife
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_pencil/lean_the_apple_against_the_pencil-2017-03-19-233014.mp4,move the apple,lean the apple against the pencil,turn the apple
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_pencil/lean_the_apple_against_the_pencil-2017-03-19-233039.mp4,turn the apple,lean the apple against the pencil,lean the apple on the pencil
https://s3.amazonaws.com/voxsim-videos/video/lean_the_apple_against_the_pencil/lean_the_apple_against_the_pencil-2017-03-19-233110.mp4,move the apple,lean the apple against the pencil,lean the apple on the pencil
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_block/lean_the_banana_against_the_block-2017-03-19-233137.mp4,move the banana,lean the banana against the block,turn the banana
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_block/lean_the_banana_against_the_block-2017-03-19-233207.mp4,lean the banana on the block,move the banana,lean the banana against the block
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_block/lean_the_banana_against_the_block-2017-03-19-233233.mp4,lean the banana on the block,lean the banana against the block,move the banana
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_ball/lean_the_banana_against_the_ball-2017-03-19-233240.mp4,lean the banana against the ball,turn the banana,move the banana
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_ball/lean_the_banana_against_the_ball-2017-03-19-233305.mp4,turn the banana,lean the banana on the ball,lean the banana against the ball
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_ball/lean_the_banana_against_the_ball-2017-03-19-233331.mp4,lean the banana against the ball,move the banana,turn the banana
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_plate/lean_the_banana_against_the_plate-2017-03-19-233356.mp4,lean the banana against the plate,lean the banana on the plate,turn the banana
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_plate/lean_the_banana_against_the_plate-2017-03-19-233421.mp4,move the banana,lean the banana on the plate,lean the banana against the plate
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_plate/lean_the_banana_against_the_plate-2017-03-19-233447.mp4,lean the banana against the plate,move the banana,lean the banana on the plate
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_cup/lean_the_banana_against_the_cup-2017-03-19-233513.mp4,move the banana,lean the banana against the cup,turn the banana
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_cup/lean_the_banana_against_the_cup-2017-03-19-233538.mp4,move the banana,lean the banana on the cup,lean the banana against the cup
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_cup/lean_the_banana_against_the_cup-2017-03-19-233603.mp4,lean the banana against the cup,turn the banana,lean the banana on the cup
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_disc/lean_the_banana_against_the_disc-2017-03-19-233629.mp4,lean the banana against the disc,turn the banana,lean the banana on the disc
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_disc/lean_the_banana_against_the_disc-2017-03-19-233654.mp4,move the banana,turn the banana,lean the banana against the disc
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_disc/lean_the_banana_against_the_disc-2017-03-19-233719.mp4,turn the banana,move the banana,lean the banana against the disc
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_book/lean_the_banana_against_the_book-2017-03-19-233744.mp4,lean the banana against the book,lean the banana on the book,turn the banana
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_book/lean_the_banana_against_the_book-2017-03-19-233809.mp4,turn the banana,lean the banana against the book,move the banana
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_book/lean_the_banana_against_the_book-2017-03-19-233835.mp4,move the banana,turn the banana,lean the banana against the book
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_blackboard/lean_the_banana_against_the_blackboard-2017-03-19-233900.mp4,move the banana,lean the banana on the blackboard,lean the banana against the blackboard
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_blackboard/lean_the_banana_against_the_blackboard-2017-03-19-233925.mp4,lean the banana on the blackboard,lean the banana against the blackboard,move the banana
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_blackboard/lean_the_banana_against_the_blackboard-2017-03-19-233950.mp4,lean the banana against the blackboard,move the banana,turn the banana
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_bottle/lean_the_banana_against_the_bottle-2017-03-19-234016.mp4,turn the banana,lean the banana against the bottle,lean the banana on the bottle
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_bottle/lean_the_banana_against_the_bottle-2017-03-19-234041.mp4,lean the banana against the bottle,lean the banana on the bottle,move the banana
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_bottle/lean_the_banana_against_the_bottle-2017-03-19-234106.mp4,lean the banana on the bottle,lean the banana against the bottle,turn the banana
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_grape/lean_the_banana_against_the_grape-2017-03-19-234131.mp4,lean the banana against the grape,lean the banana on the grape,move the banana
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_grape/lean_the_banana_against_the_grape-2017-03-19-234157.mp4,turn the banana,lean the banana against the grape,lean the banana on the grape
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_grape/lean_the_banana_against_the_grape-2017-03-19-234223.mp4,lean the banana on the grape,move the banana,lean the banana against the grape
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_apple/lean_the_banana_against_the_apple-2017-03-19-234248.mp4,move the banana,lean the banana against the apple,lean the banana on the apple
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_apple/lean_the_banana_against_the_apple-2017-03-19-234314.mp4,lean the banana against the apple,move the banana,turn the banana
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_apple/lean_the_banana_against_the_apple-2017-03-19-234339.mp4,move the banana,lean the banana against the apple,lean the banana on the apple
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_bowl/lean_the_banana_against_the_bowl-2017-03-19-234405.mp4,lean the banana on the bowl,move the banana,lean the banana against the bowl
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_bowl/lean_the_banana_against_the_bowl-2017-03-19-234430.mp4,move the banana,lean the banana against the bowl,lean the banana on the bowl
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_bowl/lean_the_banana_against_the_bowl-2017-03-19-234455.mp4,turn the banana,lean the banana on the bowl,lean the banana against the bowl
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_knife/lean_the_banana_against_the_knife-2017-03-19-234521.mp4,lean the banana against the knife,lean the banana on the knife,move the banana
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_knife/lean_the_banana_against_the_knife-2017-03-19-234547.mp4,lean the banana against the knife,move the banana,turn the banana
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_knife/lean_the_banana_against_the_knife-2017-03-19-234612.mp4,turn the banana,move the banana,lean the banana against the knife
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_pencil/lean_the_banana_against_the_pencil-2017-03-19-234638.mp4,lean the banana on the pencil,move the banana,lean the banana against the pencil
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_pencil/lean_the_banana_against_the_pencil-2017-03-19-234703.mp4,turn the banana,move the banana,lean the banana against the pencil
https://s3.amazonaws.com/voxsim-videos/video/lean_the_banana_against_the_pencil/lean_the_banana_against_the_pencil-2017-03-19-234728.mp4,lean the banana against the pencil,move the banana,lean the banana on the pencil
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_block/lean_the_bowl_against_the_block-2017-03-19-234757.mp4,lean the bowl against the block,lean the bowl on the block,turn the bowl
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_block/lean_the_bowl_against_the_block-2017-03-19-234808.mp4,turn the bowl,move the bowl,lean the bowl against the block
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_block/lean_the_bowl_against_the_block-2017-03-19-234821.mp4,lean the bowl on the block,lean the bowl against the block,turn the bowl
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_ball/lean_the_bowl_against_the_ball-2017-03-19-234831.mp4,lean the bowl against the ball,move the bowl,turn the bowl
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_ball/lean_the_bowl_against_the_ball-2017-03-19-234840.mp4,lean the bowl against the ball,lean the bowl on the ball,move the bowl
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_ball/lean_the_bowl_against_the_ball-2017-03-19-234905.mp4,lean the bowl on the ball,turn the bowl,lean the bowl against the ball
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_plate/lean_the_bowl_against_the_plate-2017-03-19-234930.mp4,move the bowl,lean the bowl against the plate,lean the bowl on the plate
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_plate/lean_the_bowl_against_the_plate-2017-03-19-234940.mp4,turn the bowl,lean the bowl against the plate,move the bowl
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_plate/lean_the_bowl_against_the_plate-2017-03-19-234948.mp4,lean the bowl on the plate,lean the bowl against the plate,move the bowl
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_cup/lean_the_bowl_against_the_cup-2017-03-19-235002.mp4,lean the bowl against the cup,move the bowl,lean the bowl on the cup
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_cup/lean_the_bowl_against_the_cup-2017-03-19-235015.mp4,lean the bowl against the cup,turn the bowl,lean the bowl on the cup
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_cup/lean_the_bowl_against_the_cup-2017-03-19-235024.mp4,lean the bowl against the cup,move the bowl,lean the bowl on the cup
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_disc/lean_the_bowl_against_the_disc-2017-03-19-235034.mp4,move the bowl,lean the bowl against the disc,turn the bowl
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_disc/lean_the_bowl_against_the_disc-2017-03-19-235044.mp4,turn the bowl,lean the bowl against the disc,lean the bowl on the disc
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_disc/lean_the_bowl_against_the_disc-2017-03-19-235110.mp4,lean the bowl against the disc,turn the bowl,lean the bowl on the disc
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_book/lean_the_bowl_against_the_book-2017-03-19-235135.mp4,lean the bowl against the book,move the bowl,lean the bowl on the book
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_book/lean_the_bowl_against_the_book-2017-03-19-235201.mp4,lean the bowl on the book,lean the bowl against the book,turn the bowl
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_book/lean_the_bowl_against_the_book-2017-03-19-235226.mp4,move the bowl,lean the bowl against the book,lean the bowl on the book
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_blackboard/lean_the_bowl_against_the_blackboard-2017-03-19-235252.mp4,lean the bowl against the blackboard,lean the bowl on the blackboard,move the bowl
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_blackboard/lean_the_bowl_against_the_blackboard-2017-03-19-235318.mp4,lean the bowl against the blackboard,lean the bowl on the blackboard,move the bowl
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_blackboard/lean_the_bowl_against_the_blackboard-2017-03-19-235343.mp4,lean the bowl against the blackboard,lean the bowl on the blackboard,turn the bowl
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_bottle/lean_the_bowl_against_the_bottle-2017-03-19-235409.mp4,turn the bowl,lean the bowl against the bottle,lean the bowl on the bottle
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_bottle/lean_the_bowl_against_the_bottle-2017-03-19-235434.mp4,lean the bowl on the bottle,lean the bowl against the bottle,turn the bowl
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_bottle/lean_the_bowl_against_the_bottle-2017-03-19-235500.mp4,move the bowl,lean the bowl against the bottle,turn the bowl
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_grape/lean_the_bowl_against_the_grape-2017-03-19-235528.mp4,lean the bowl against the grape,turn the bowl,lean the bowl on the grape
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_grape/lean_the_bowl_against_the_grape-2017-03-19-235558.mp4,lean the bowl against the grape,lean the bowl on the grape,move the bowl
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_grape/lean_the_bowl_against_the_grape-2017-03-19-235625.mp4,turn the bowl,lean the bowl against the grape,lean the bowl on the grape
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_apple/lean_the_bowl_against_the_apple-2017-03-19-235651.mp4,lean the bowl against the apple,lean the bowl on the apple,move the bowl
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_apple/lean_the_bowl_against_the_apple-2017-03-19-235716.mp4,lean the bowl against the apple,turn the bowl,lean the bowl on the apple
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_apple/lean_the_bowl_against_the_apple-2017-03-19-235742.mp4,lean the bowl against the apple,move the bowl,turn the bowl
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_banana/lean_the_bowl_against_the_banana-2017-03-19-235806.mp4,lean the bowl against the banana,turn the bowl,move the bowl
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_banana/lean_the_bowl_against_the_banana-2017-03-19-235832.mp4,turn the bowl,lean the bowl on the banana,lean the bowl against the banana
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_banana/lean_the_bowl_against_the_banana-2017-03-19-235857.mp4,lean the bowl on the banana,turn the bowl,lean the bowl against the banana
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_knife/lean_the_bowl_against_the_knife-2017-03-19-235923.mp4,lean the bowl against the knife,turn the bowl,lean the bowl on the knife
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_knife/lean_the_bowl_against_the_knife-2017-03-19-235949.mp4,turn the bowl,move the bowl,lean the bowl against the knife
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_knife/lean_the_bowl_against_the_knife-2017-03-20-000015.mp4,lean the bowl on the knife,move the bowl,lean the bowl against the knife
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_pencil/lean_the_bowl_against_the_pencil-2017-03-20-000040.mp4,lean the bowl against the pencil,lean the bowl on the pencil,turn the bowl
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_pencil/lean_the_bowl_against_the_pencil-2017-03-20-000106.mp4,turn the bowl,lean the bowl on the pencil,lean the bowl against the pencil
https://s3.amazonaws.com/voxsim-videos/video/lean_the_bowl_against_the_pencil/lean_the_bowl_against_the_pencil-2017-03-20-000129.mp4,lean the bowl on the pencil,move the bowl,lean the bowl against the pencil
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_block/lean_the_knife_against_the_block-2017-03-20-000153.mp4,lean the knife against the block,lean the knife on the block,move the knife
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_block/lean_the_knife_against_the_block-2017-03-20-000212.mp4,lean the knife against the block,move the knife,lean the knife on the block
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_block/lean_the_knife_against_the_block-2017-03-20-000225.mp4,turn the knife,lean the knife on the block,lean the knife against the block
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_ball/lean_the_knife_against_the_ball-2017-03-20-000243.mp4,lean the knife against the ball,lean the knife on the ball,move the knife
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_ball/lean_the_knife_against_the_ball-2017-03-20-000442.mp4,move the knife,turn the knife,lean the knife against the ball
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_ball/lean_the_knife_against_the_ball-2017-03-20-000451.mp4,turn the knife,move the knife,lean the knife against the ball
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_plate/lean_the_knife_against_the_plate-2017-03-20-000459.mp4,move the knife,lean the knife against the plate,turn the knife
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_plate/lean_the_knife_against_the_plate-2017-03-20-000507.mp4,move the knife,lean the knife against the plate,turn the knife
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_plate/lean_the_knife_against_the_plate-2017-03-20-000518.mp4,move the knife,turn the knife,lean the knife against the plate
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_cup/lean_the_knife_against_the_cup-2017-03-20-000527.mp4,move the knife,lean the knife against the cup,lean the knife on the cup
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_cup/lean_the_knife_against_the_cup-2017-03-20-000534.mp4,lean the knife on the cup,lean the knife against the cup,turn the knife
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_cup/lean_the_knife_against_the_cup-2017-03-20-000541.mp4,move the knife,lean the knife on the cup,lean the knife against the cup
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_disc/lean_the_knife_against_the_disc-2017-03-20-000551.mp4,lean the knife on the disc,lean the knife against the disc,move the knife
